group,variable,value
20:00,23,67.17016212
21:00,23,68.11432977
22:00,23,71.0936684
23:00,23,66.51209271
00:00,24,67.34718391
01:00,24,61.90973403
02:00,24,66.44866474
03:00,24,65.39504712
04:00,24,66.9879742
05:00,24,67.71647184
06:00,24,71.44934438
07:00,24,70.47804915
08:00,24,68.17300856
09:00,24,70.50849344
10:00,24,68.42942665
11:00,24,72.069084
12:00,24,69.61860489
13:00,24,78.52797351
14:00,24,69.78712791
15:00,24,74.99530006
16:00,24,67.81587077
17:00,24,67.07479142
18:00,24,66.49678313
19:00,24,68.85965695
20:00,24,68.16329659
21:00,24,66.71485317
22:00,24,66.23314238
23:00,24,66.39573789
00:00,25,66.47864576
01:00,25,65.10652333
02:00,25,63.91694242
03:00,25,63.85575849
04:00,25,67.6749633
05:00,25,69.06674219
06:00,25,73.8408021
07:00,25,70.33792558
08:00,25,70.18886852
09:00,25,73.21029209
10:00,25,72.31129676
11:00,25,77.93320948
12:00,25,72.26069078
13:00,25,71.89615742
14:00,25,74.76581375
15:00,25,73.43289086
16:00,25,73.69938695
17:00,25,73.70152182
18:00,25,73.88761665
19:00,25,68.92907307
20:00,25,70.42408783
21:00,25,70.72610496
22:00,25,71.08858431
23:00,25,68.03492346
00:00,26,67.02588031
01:00,26,65.55686162
02:00,26,63.42946889
03:00,26,65.83014655
04:00,26,65.40984871
05:00,26,64.84103365
06:00,26,66.98389757
07:00,26,68.81955253
08:00,26,68.51074867
09:00,26,68.14969772
10:00,26,68.91868349
11:00,26,67.23519441
12:00,26,70.77394434
13:00,26,72.29457755
14:00,26,69.88009359
15:00,26,67.60540549
16:00,26,72.14676932
17:00,26,75.56685531
18:00,26,69.36221156
19:00,26,70.46438813
20:00,26,66.53443715
21:00,26,68.5353449
22:00,26,69.2553975
23:00,26,66.63945618
00:00,27,66.55105767
01:00,27,66.86462584
02:00,27,64.23703665
03:00,27,62.59194573
04:00,27,63.01672838
05:00,27,62.49764559
06:00,27,64.31294108
07:00,27,65.67813271
08:00,27,65.6781567
09:00,27,66.79692785
10:00,27,66.87467634
11:00,27,65.94841911
12:00,27,69.18608527
13:00,27,66.35619022
14:00,27,69.20387354
15:00,27,67.17929695
16:00,27,66.02502553
17:00,27,66.81907197
18:00,27,65.63383317
19:00,27,67.62000896
20:00,27,66.03946201
21:00,27,65.33091707
22:00,27,65.66831964
23:00,27,67.16589702
00:00,28,64.47589112
01:00,28,63.33832652
02:00,28,69.28031361
03:00,28,65.16488777
04:00,28,67.78629502
05:00,28,71.16858666
06:00,28,69.19458241
07:00,28,68.97950828
08:00,28,70.21706083
09:00,28,68.93606955
10:00,28,77.67207851
11:00,28,73.12984536
12:00,28,67.95937068
13:00,28,70.97657858
14:00,28,71.82510148
15:00,28,68.18780666
16:00,28,66.92290494
17:00,28,69.88724034
18:00,28,69.64450118
19:00,28,65.40308092
20:00,28,66.53562593
21:00,28,67.14829037
22:00,28,69.97911466
23:00,28,68.6318312
00:00,29,62.4880701
01:00,29,64.5716134
02:00,29,64.5383231
03:00,29,63.58225747
04:00,29,66.85118057
05:00,29,70.55619873
06:00,29,70.94885481
07:00,29,68.37389437
08:00,29,68.86942448
09:00,29,70.63571532
10:00,29,68.47167825
11:00,29,69.11425812
12:00,29,71.80984345
13:00,29,74.19931249
14:00,29,67.10801586
15:00,29,68.16251456
16:00,29,67.85318174
17:00,29,71.37467252
18:00,29,73.03448451
19:00,29,67.97224794
20:00,29,68.83383233
21:00,29,68.55659613
22:00,29,68.8289398
23:00,29,67.68640261
00:00,30,64.516443
01:00,30,67.93839037
02:00,30,69.89516084
03:00,30,71.85158368
04:00,30,68.56945975
05:00,30,69.41601309
06:00,30,71.13722245
07:00,30,69.45052925
08:00,30,69.42543167
09:00,30,70.05302955
10:00,30,68.74792293
11:00,30,67.60503965
12:00,30,70.6216562
13:00,30,72.37763928
14:00,30,68.23353053
15:00,30,69.7376617
16:00,30,68.29224292
17:00,30,67.41899967
18:00,30,73.69234128
19:00,30,71.0509321
20:00,30,68.30091774
21:00,30,66.11480788
22:00,30,66.85292923
23:00,30,68.03808716
