group,variable,value
12:00,24,72.3944695
13:00,24,67.94017882
14:00,24,71.32350144
15:00,24,71.84468328
16:00,24,69.05060056
17:00,24,67.81676986
18:00,24,67.57454779
19:00,24,68.7398573
20:00,24,67.03149098
21:00,24,67.82395286
22:00,24,67.07121875
23:00,24,66.73857213
00:00,25,66.95222836
01:00,25,64.43003732
02:00,25,63.61388633
03:00,25,62.85712803
04:00,25,63.61277944
05:00,25,66.01349313
06:00,25,66.54357379
07:00,25,66.65327222
08:00,25,66.51305969
09:00,25,66.44466486
10:00,25,66.55926787
11:00,25,66.54576495
12:00,25,66.52006457
13:00,25,66.72710541
14:00,25,67.7910588
15:00,25,68.10982413
16:00,25,66.79459143
17:00,25,70.31578616
18:00,25,72.57451185
19:00,25,70.96510836
20:00,25,75.52175648
21:00,25,71.06825206
22:00,25,67.89687299
23:00,25,67.95925009
00:00,26,68.60920241
01:00,26,65.10773414
02:00,26,64.68684747
03:00,26,62.70290739
04:00,26,62.58558461
05:00,26,63.63123765
06:00,26,63.65682406
07:00,26,66.26945431
08:00,26,65.37656784
09:00,26,70.54599398
10:00,26,65.6841717
11:00,26,65.6101113
12:00,26,66.13488979
13:00,26,69.87352692
14:00,26,67.57606329
15:00,26,65.8136649
16:00,26,69.79069115
17:00,26,66.82119711
18:00,26,68.01544753
19:00,26,68.04288452
20:00,26,68.15794886
21:00,26,67.56869195
22:00,26,66.021749
23:00,26,66.09780886
00:00,27,63.34073214
01:00,27,63.86049001
02:00,27,63.45933127
03:00,27,63.0713262
04:00,27,64.33329086
05:00,27,67.08712619
06:00,27,68.31883854
07:00,27,68.06487351
08:00,27,70.47422098
09:00,27,68.28772384
10:00,27,68.80067746
11:00,27,69.22968241
12:00,27,69.06499389
13:00,27,69.78032192
14:00,27,70.11743157
15:00,27,67.60677445
16:00,27,68.2099728
17:00,27,67.13277781
18:00,27,69.04536025
19:00,27,67.63426899
20:00,27,66.19428447
21:00,27,67.56686841
22:00,27,65.20697277
23:00,27,66.47749006
00:00,28,64.88617431
01:00,28,63.53672768
02:00,28,63.59063939
03:00,28,65.45395204
04:00,28,65.12608675
05:00,28,67.92289529
06:00,28,70.38255748
07:00,28,68.17282423
08:00,28,70.71444465
09:00,28,76.76787977
10:00,28,77.0898446
11:00,28,71.04230149
12:00,28,69.60345567
13:00,28,68.36087665
14:00,28,67.77298581
15:00,28,67.8186402
16:00,28,66.97013869
17:00,28,69.86516731
18:00,28,67.05470504
19:00,28,67.65073348
20:00,28,65.95765213
21:00,28,68.03264644
22:00,28,66.55872713
23:00,28,64.67651745
00:00,29,65.35663867
01:00,29,64.34428609
02:00,29,63.85783768
03:00,29,64.86523126
04:00,29,65.08413219
05:00,29,68.27062637
06:00,29,69.0400078
07:00,29,69.09325191
08:00,29,69.18478206
09:00,29,70.15475441
10:00,29,76.39131797
11:00,29,84.42809606
12:00,29,68.83712738
13:00,29,68.74068703
14:00,29,69.8620489
15:00,29,72.35548783
16:00,29,70.26063299
17:00,29,67.93147975
18:00,29,68.10395301
19:00,29,66.52063877
20:00,29,68.84989519
21:00,29,67.03751936
22:00,29,66.66607816
23:00,29,65.25660073
00:00,30,64.4837656
01:00,30,63.11879495
02:00,30,64.24152575
03:00,30,63.59925566
04:00,30,64.43909959
05:00,30,67.69443419
06:00,30,69.69626
07:00,30,68.86954035
08:00,30,69.27694983
09:00,30,69.31467307
10:00,30,68.51985392
11:00,30,68.06689605
12:00,30,69.0262546
13:00,30,69.62811496
14:00,30,68.68525991
15:00,30,69.20349061
16:00,30,66.98158051
17:00,30,67.47218331
18:00,30,69.07545847
19:00,30,68.93452683
20:00,30,73.31403803
21:00,30,65.68647006
22:00,30,67.09145828
23:00,30,65.08371763
00:00,31,66.51263486
01:00,31,69.09979991
02:00,31,67.57359859
03:00,31,66.22852043
04:00,31,68.14951731
05:00,31,72.87752505
06:00,31,70.62261727
07:00,31,69.9571439
08:00,31,72.65524743
09:00,31,69.98514679
10:00,31,74.79381909
11:00,31,69.43190333
12:00,31,70.27781944
13:00,31,67.69230066
14:00,31,67.90408318
15:00,31,68.25214494
16:00,31,68.87834868
17:00,31,66.77605993
18:00,31,69.97285031
19:00,31,68.80406036
20:00,31,66.31784602
21:00,31,66.70123924
22:00,31,66.80297616
23:00,31,66.64773847
